datasetURL (publicationState),datasetTitle (dataverseName),"fileName (fileType, fileSize)"
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",tedmanycopies.tab (text/tab-separated-values; 26.36 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",ted.tab (text/tab-separated-values; 53.45 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",ted.tab (text/tab-separated-values; 60.06 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",third_deduplication.ipynb (application/x-ipynb+json; 106.89 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",titlemeta_data_dictionary.md (text/markdown; 6.2 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",titlemeta.tab (text/tab-separated-values; 52.18 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",train_probabilistic_models.py (text/x-python; 2.81 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",VariantSpellings.txt (text/plain; 74.22 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",versatiletrainer2.py (text/x-python; 29.63 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",volumemeta_data_dictionary.md (text/markdown; 4.45 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",volumemeta.tab (text/tab-separated-values; 69.35 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YJUCBA (DRAFT),"NovelTM Metadata for English-Language Fiction, 1700-2009 (Harvard Dataverse)",weighted_subset.tab (text/tab-separated-values; 599.77 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),Case_coding_Johne.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 220.18 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),Case_coding_Julian.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 170.04 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),Case_coding_Oliver.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 157.61 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),Case_coding_Tyler.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 161.13 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),coding_protocol.docx (application/vnd.openxmlformats-officedocument.wordprocessingml.document; 18.93 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),comparison_final.do (application/x-stata-syntax; 10.52 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),data_ingestion_final.do (application/x-stata-syntax; 34.0 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 41.66 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 50.26 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 170.56 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 58.3 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 78.88 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 126.3 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_requests.tab (text/tab-separated-values; 48.48 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 4.0 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 3.14 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 3.46 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 2.05 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 1.26 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 1.86 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),document_visibility.tab (text/tab-separated-values; 3.37 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),experiment_final.do (application/x-stata-syntax; 6.73 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),fig1_com_civ_sides.grec (application/octet-stream; 8.68 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),fig2_com_civ_sides.grec (application/octet-stream; 28.56 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),footnote_views.tab (text/tab-separated-values; 54.51 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),footnote_views.tab (text/tab-separated-values; 1.42 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),footnote_views.tab (text/tab-separated-values; 10.94 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),footnote_views.tab (text/tab-separated-values; 42.25 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),guilty_inferred_from_reasons_Johne.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 136.67 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),JudgmentReasons_table.docx (application/vnd.openxmlformats-officedocument.wordprocessingml.document; 164.08 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),maindata.tab (text/tab-separated-values; 797.55 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),Map_textpassages.tab (text/tab-separated-values; 2.25 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),non-text_ids.txt (text/plain; 11.7 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participation_data_list_of_fields_by_jurisdiction.tab (text/tab-separated-values; 9.49 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 7.02 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 10.78 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 10.59 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 15.92 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 9.15 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 7.61 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations_timestamps.tab (text/tab-separated-values; 23.54 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 82.51 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 43.57 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 44.77 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 60.28 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 28.91 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 41.45 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),participations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 69.52 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.rtf (application/msword; 52.35 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.txt (text/plain; 231 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.txt (text/plain; 65 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.txt (text/plain; 655 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.txt (text/plain; 706 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.txt (text/plain; 303 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),readme.txt (text/plain; 67 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),reasons_translations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 49.91 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),reasons_translations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 42.57 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),reasons_translations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 40.96 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),reasons_translations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 41.82 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),reasons_translations.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 37.87 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),sequence.tab (text/tab-separated-values; 1.63 MB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),sumstats.do (application/x-stata-syntax; 1.05 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TTMUZK (RELEASED),Replication Data for: Judging Around the World (Harvard Dataverse),USdemographics.tab (text/tab-separated-values; 117 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FRVSR2 (DRAFT),Workplace violence against security personnel at a university hospital in Egypt (Harvard Dataverse),WORKPLACE VIOLENCE Questionnare.pdf (application/pdf; 305.89 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FRVSR2 (DRAFT),Workplace violence against security personnel at a university hospital in Egypt (Harvard Dataverse),WV Dataset.tab (text/tab-separated-values; 2.89 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FRVSR2 (DRAFT),Workplace violence against security personnel at a university hospital in Egypt (Harvard Dataverse),العنف بين أفراد الأمن.pdf (application/pdf; 309.78 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),codebookInfo.xlsx (application/vnd.openxmlformats-officedocument.spreadsheetml.sheet; 5.79 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),dpc-covid19-ita-andamento-nazionale-latest.json (application/json; 485 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),dpc-covid19-ita-andamento-nazionale-latest.tab (text/tab-separated-values; 85 bytes)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),dpc-covid19-ita-province-latest.json (application/json; 49.16 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),dpc-covid19-ita-province-latest.tab (text/tab-separated-values; 11.33 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),dpc-covid19-ita-regioni-latest.json (application/json; 12.27 KB)
https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KDFYZW (RELEASED),Coronavirus Disease 2019 (COVID-19) in Italy (COVID-19 Coronavirus Europe data ),dpc-covid19-ita-regioni-latest.tab (text/tab-separated-values; 2.19 KB)
